compound,node_id,original_name,primary_flavor,flavor_strength,salt,fat,acid,heat,umami,sweet,bitter,aromatic
naringenin,8192,naringenin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(-)-limonene,8193,(-)-Limonene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(+)-neomenthol,8194,(+)-Neomenthol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
alpha-maltose,8195,alpha-Maltose,sweet,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0
taxifolin,8196,Taxifolin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(-)-carvone,8197,(-)-Carvone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
d-limonene,8198,D-Limonene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
arbutin,8199,arbutin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(-)-beta-pinene,8200,(-)-beta-Pinene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(-)-alpha-pinene,8201,(-)-alpha-Pinene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
(+)-delta-cadinene,8202,(+)-delta-Cadinene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
alpha-l-sorbopyranose,8203,alpha-L-Sorbopyranose,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
carnosol,8204,carnosol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
levomenol,8205,Levomenol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ac1l9cnw,8206,AC1L9CNW,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
5986-55-0,8207,5986-55-0,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
beta-selinene,8208,Beta-Selinene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
naringin,8209,naringin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
carvone_oxide,8210,Carvone_oxide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(r)-(-)-alpha-phellandrene,8211,(R)-(-)-alpha-Phellandrene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
(+)-pulegone,8212,(+)-Pulegone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(+)-alpha-terpineol,8213,(+)-alpha-Terpineol,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
(+)-3-carene,8214,(+)-3-Carene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(-)-linalool,8215,(-)-Linalool,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(+)-alpha-phellandrene,8216,(+)-alpha-phellandrene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
(-)-alpha-terpineol,8217,(-)-alpha-Terpineol,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
(+)-isodihydrocarvone,8218,(+)-isodihydrocarvone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-aconitic_acid,8219,trans-Aconitic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cinnamic_acid,8220,Cinnamic_Acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
farnesol,8221,farnesol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
resveratrol,8222,resveratrol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
oleic_acid,8223,oleic_acid,fat,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
lycopene,8224,Lycopene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-nonen-4-one,8225,2-Nonen-4-one,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(+)-trans-limonene_oxide,8226,(+)-trans-Limonene_oxide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
isoxanthohumol,8227,Isoxanthohumol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
103-95-7,8228,103-95-7,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
bornyl_formate,8229,Bornyl_formate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"2,5-diethyl-4-methylthiazole",8230,"2,5-Diethyl-4-methylthiazole",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
furfuryl_methyl_sulfide,8231,Furfuryl_methyl_sulfide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3-decanol,8232,3-Decanol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"(5xi,7xi,10xi)-eudesma-4(14),11-diene",8233,"(5xi,7xi,10xi)-eudesma-4(14),11-diene",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
dihydro-beta-ionone,8234,Dihydro-beta-ionone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-sec-butylthiazole,8235,2-sec-Butylthiazole,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
l-.alpha.-cadinol,8236,l-.alpha.-Cadinol,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5-ethyl-2-methylthiazole,8237,5-Ethyl-2-methylthiazole,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
.beta.-sesquiphellandrene,8238,.beta.-Sesquiphellandrene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
isopentyl_isobutyrate,8239,Isopentyl_isobutyrate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methyl_3-hydroxyhexanoate,8240,Methyl_3-hydroxyhexanoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cubenol,8241,Cubenol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methyl_2-methylpentanoate,8242,Methyl_2-methylpentanoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
24168-70-5,8243,24168-70-5,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-acetylthiazole,8244,2-Acetylthiazole,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1-mercapto-2-propanone,8245,1-Mercapto-2-propanone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
phenethyl_2-methylbutyrate,8246,Phenethyl_2-methylbutyrate,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
delta-tetradecalactone,8247,delta-Tetradecalactone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3-methylbutyl_2-methylbutanoate,8248,3-Methylbutyl_2-methylbutanoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1-p-menthen-9-al,8249,1-p-Menthen-9-al,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
octyl_2-methylbutyrate,8250,Octyl_2-methylbutyrate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3-mercapto-3-methyl-1-butanol,8251,3-Mercapto-3-methyl-1-butanol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"3,5-diethyl-1,2,4-trithiolane",8252,"3,5-Diethyl-1,2,4-trithiolane",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"4,8-methanoazulen-9-ol,_decahydro-2,2,4,8-tetramethyl-,_stereoisomer",8253,"4,8-Methanoazulen-9-ol,_decahydro-2,2,4,8-tetramethyl-,_stereoisomer",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3-octyl_acetate,8254,3-Octyl_acetate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3-oxobutan-2-yl_acetate,8255,3-oxobutan-2-yl_acetate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(-)-zingiberene,8256,(-)-Zingiberene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1-hydroxybutan-2-one,8257,1-Hydroxybutan-2-one,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
stk020088,8258,STK020088,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
gamma-selinene,8259,gamma-Selinene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"naphthalene,_1,2,4a,5,8,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-",8260,"Naphthalene,_1,2,4a,5,8,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-",acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
s-methyl_propanethioate,8261,S-Methyl_propanethioate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"2-furanmethanethiol,_5-methyl-",8262,"2-Furanmethanethiol,_5-methyl-",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-heptanethiol,8263,2-heptanethiol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
isopropyl_2-methylbutyrate,8264,Isopropyl_2-methylbutyrate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
spathulenol,8265,Spathulenol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
butyl_propyl_disulfide,8266,Butyl_propyl_disulfide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methyl_pentyl_disulfide,8267,Methyl_pentyl_disulfide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
linaloyl_oxide,8268,Linaloyl_oxide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
isoamyl_nonanoate,8269,Isoamyl_nonanoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"2,3-dehydro-1,8-cineole",8270,"2,3-Dehydro-1,8-cineole",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"2,6-dimethoxy-4-propylphenol",8271,"2,6-Dimethoxy-4-propylphenol",acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ethyl_methyl_trisulfide,8272,ethyl_methyl_trisulfide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
methyl_5-acetoxyhexanoate,8273,Methyl_5-acetoxyhexanoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
4-methoxy-2-methyl-2-butanethiol,8274,4-Methoxy-2-methyl-2-butanethiol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3-mercapto-3-methylbutyl_formate,8275,3-Mercapto-3-methylbutyl_formate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
bis(2-methyl-3-furyl)disulfide,8276,Bis(2-methyl-3-furyl)disulfide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"1,3-p-menthadien-7-al",8277,"1,3-p-Menthadien-7-al",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"1-(3,4-dihydro-2h-1,4-thiazin-5-yl)ethanone",8278,"1-(3,4-dihydro-2H-1,4-thiazin-5-yl)ethanone",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
p-menth-1-en-9-yl_acetate,8279,P-Menth-1-en-9-yl_acetate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3-mercapto-2-methylpentanal,8280,3-Mercapto-2-methylpentanal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
42348-12-9,8281,42348-12-9,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
.alpha.-calacorene,8282,.alpha.-Calacorene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101517-87-7,8283,101517-87-7,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-propionyl-1-pyrroline,8284,2-propionyl-1-pyrroline,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
acetoyl_butyrate,8285,Acetoyl_butyrate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
unii-h5e892yjgg,8286,UNII-H5E892YJGG,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"3-methylnonane-2,4-dione",8287,"3-methylnonane-2,4-dione",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2-heptyl_butanoate,8288,2-Heptyl_butanoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"5,6-dimethyloxan-2-one",8289,"5,6-dimethyloxan-2-one",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethyl_3-methylpentanoate,8290,Ethyl_3-methylpentanoate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
menthyl_isovalerate,8291,Menthyl_isovalerate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1-phenylethyl_isobutyrate,8292,1-Phenylethyl_isobutyrate,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"2-isobutyl-4,5-dimethyloxazole",8293,"2-isobutyl-4,5-dimethyloxazole",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
dehydrodihydroionone,8294,Dehydrodihydroionone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"3,5-dimethyl-2-isobutylpyrazine",8295,"3,5-Dimethyl-2-isobutylpyrazine",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
dihydro-beta-ionol,8296,Dihydro-beta-ionol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
dill_ether,8297,Dill_ether,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"4-methyl-2-phenyl-1,3-dioxolane",8298,"4-Methyl-2-phenyl-1,3-dioxolane",acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"2,6-nonadienal",8299,"2,6-Nonadienal",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cinnamaldehyde,8300,cinnamaldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
methyl_cinnamate,8301,Methyl_cinnamate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
p-coumaric_acid,8302,p-coumaric_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
trans-anethole,8303,trans-Anethole,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"2,4-hexadienal",8304,"2,4-Hexadienal",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
geraniol,8305,Geraniol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethyl_cinnamate,8306,Ethyl_Cinnamate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
benzalacetone,8307,Benzalacetone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
sinapic_acid,8308,Sinapic_Acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
methylisoeugenol,8309,Methylisoeugenol,heat,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
methyl_propenyl_ketone,8310,Methyl_propenyl_ketone,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
citral,8311,Citral,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
beta-ionone,8312,Beta-Ionone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
piperine,8313,piperine,heat,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2-pentenoic_acid,8314,2-Pentenoic_Acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
isoliquiritigenin,8315,isoliquiritigenin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
farnesyl_acetate,8316,Farnesyl_acetate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
xanthohumol,8317,Xanthohumol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
4-hexen-1-ol,8318,4-Hexen-1-Ol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"2,4-hexadien-1-ol",8319,"2,4-Hexadien-1-Ol",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
4-methoxycinnamaldehyde,8320,4-Methoxycinnamaldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2-methoxycinnamaldehyde,8321,2-Methoxycinnamaldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4-methyl-2-pentenoic_acid,8322,4-Methyl-2-pentenoic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
butylidenephthalide,8323,Butylidenephthalide,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unii-847o2v0ioa,8324,UNII-847O2V0IOA,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(-)-mintlactone,8325,(-)-Mintlactone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3-hexenal,8326,3-Hexenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
violet_leaf_aldehyde,8327,Violet_leaf_aldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cis-aconitic_acid,8328,cis-Aconitic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
neral,8329,Neral,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
nerol,8330,nerol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
angelic_acid,8331,Angelic_acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
cis-3-hexenal,8332,cis-3-Hexenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-crotonaldehyde,8333,cis-Crotonaldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cid_644104,8334,CID_644104,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ac1lcv7p,8335,AC1LCV7P,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ac1ldi49,8336,AC1LDI49,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
623-15-4,8337,623-15-4,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
isobutyl_cinnamate,8338,Isobutyl_cinnamate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
isoeugenol,8339,Isoeugenol,heat,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
(-)-borneol,8340,(-)-Borneol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
d-fenchone,8341,D-Fenchone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
nootkatone,8342,Nootkatone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
capsaicin,8343,Capsaicin,heat,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cis-jasmone,8344,cis-Jasmone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
neryl_acetate,8345,Neryl_acetate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
geranyl_acetate,8346,Geranyl_Acetate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-anethole,8347,cis-Anethole,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cis-isoeugenol,8348,cis-Isoeugenol,heat,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cis-methylisoeugenol,8349,cis-Methylisoeugenol,heat,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3-(2-furyl)acrolein,8350,3-(2-Furyl)acrolein,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
geranylacetone,8351,Geranylacetone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethyl_sorbate,8352,Ethyl_Sorbate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
cinnamonitrile,8353,Cinnamonitrile,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
hexyl_cinnamic_aldehyde,8354,Hexyl_cinnamic_aldehyde,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23726-92-3,8355,23726-92-3,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
unii-3kct4wmt7e,8356,UNII-3KCT4WMT7E,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
farnesyl_acetone,8357,Farnesyl_acetone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
nerylacetone,8358,Nerylacetone,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
caryophyllene_oxide,8359,Caryophyllene_oxide,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
trans-2-hexenyl_acetate,8360,trans-2-Hexenyl_acetate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"2,3-dimethylbenzofuran",8361,"2,3-Dimethylbenzofuran",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"2,5-dimethylthiophene-3-carbaldehyde",8362,"2,5-dimethylthiophene-3-carbaldehyde",aromatic,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666
"2,5-dimethyl-4-ethoxy-3(2h)-furanone",8363,"2,5-Dimethyl-4-ethoxy-3(2H)-furanone",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
80417-97-6,8364,80417-97-6,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
bisabolene,8365,Bisabolene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
t-muurolol,8366,T-Muurolol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"3-methylcyclohexane-1,2-dione",8367,"3-Methylcyclohexane-1,2-dione",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
stk737742,8368,STK737742,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
489-53-2,8369,489-53-2,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
19322-27-1,8370,19322-27-1,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
sedanolide,8371,Sedanolide,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
isopentyl_cinnamate,8372,Isopentyl_cinnamate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
geranic_acid,8373,Geranic_Acid,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)tetradecan-3-one,8374,5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)tetradecan-3-one,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
quercetin,8723,Quercetin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
phytol,8133,Phytol,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
apigenin,8724,Apigenin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
luteolin,8378,luteolin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
vomifoliol,8379,Vomifoliol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(z)-cinnamyl_alcohol,8380,(Z)-cinnamyl_alcohol,aromatic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
farnesal,8381,Farnesal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
chrysoeriol,8382,Chrysoeriol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
isoquercitrin,8383,Isoquercitrin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
kaempferol,8384,kaempferol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3025-30-7,8385,3025-30-7,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ethyl_tiglate,8386,Ethyl_tiglate,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
(z)-hex-3-en-1-ol,8387,(Z)-Hex-3-en-1-ol,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
trans-2-hexenal,8388,trans-2-Hexenal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
butein,8389,butein,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
harmane,8390,Harmane,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
beta-caryophyllene,8391,Beta-Caryophyllene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
alpha-farnesene,8392,alpha-Farnesene,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
(e)-beta-farnesene,8393,(E)-beta-farnesene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
humulene,8394,Humulene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
alpha-sinensal,8395,Alpha-Sinensal,acid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
beta-sinensal,8396,beta-Sinensal,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
oleuropein,8397,Oleuropein,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
ocimene,8398,Ocimene,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
chrysin,8399,chrysin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
"3,7,4'-trihydroxyflavone",8400,"3,7,4'-Trihydroxyflavone",salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
fisetin,8401,Fisetin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
genkwanin,8402,Genkwanin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
isorhamnetin,8403,Isorhamnetin,salt,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
